speaker,start_time,end_time,emotion,scores,text
SAM,03:12:15,03:12:18,Disgust,"{'Anger': 0.0029913305770605803, 'Calm': 0.004319900646805763, 'Disgust': 0.851593554019928, 'Fear': 0.022553525865077972, 'Happy': 0.023923657834529877, 'Neutral': 0.005619273986667395, 'Sad': 0.08550019562244415, 'Surprised': 0.0034985141828656197}",The local ones.
MATT,03:12:18,03:12:19,Neutral,"{'Anger': 0.001646480057388544, 'Calm': 0.005087783094495535, 'Disgust': 0.0037597715854644775, 'Fear': 0.011768534779548645, 'Happy': 0.04952578246593475, 'Neutral': 0.9050086140632629, 'Sad': 0.021792659536004066, 'Surprised': 0.0014103675493970513}",In the immediate presence go.
TALIESIN,03:12:19,03:12:21,Neutral,"{'Anger': 0.0004765693738590926, 'Calm': 0.0088810408487916, 'Disgust': 0.008660312741994858, 'Fear': 0.006706494837999344, 'Happy': 0.0021071149967610836, 'Neutral': 0.6328420639038086, 'Sad': 0.33948007225990295, 'Surprised': 0.0008463626145385206}",Have you talked to your local tree today?
MATT,03:12:21,03:12:30,Disgust,"{'Anger': 0.002787505043670535, 'Calm': 0.002191264182329178, 'Disgust': 0.9615457653999329, 'Fear': 0.0036390277091413736, 'Happy': 0.010198010131716728, 'Neutral': 0.004097318276762962, 'Sad': 0.013468905352056026, 'Surprised': 0.0020722802728414536}","""Uh. Not much I can do as a tree, but I'll try."" And one of the ones next to it, goes like, ""Yeah, I'll help out."""
LAURA,03:12:30,03:12:37,Happy,"{'Anger': 0.006746724713593721, 'Calm': 0.007036825176328421, 'Disgust': 0.010491365566849709, 'Fear': 0.03258909657597542, 'Happy': 0.8313394784927368, 'Neutral': 0.004270994104444981, 'Sad': 0.003060757415369153, 'Surprised': 0.10446473211050034}","Yeah, it says the spell doesn't enable plants to uproot themselves and move about, but they can freely move branches, tendrils, and stalks."
MATT,03:12:37,03:12:45,Happy,"{'Anger': 0.004549776669591665, 'Calm': 0.009760426357388496, 'Disgust': 0.15934664011001587, 'Fear': 0.09549353271722794, 'Happy': 0.4489845335483551, 'Neutral': 0.086211197078228, 'Sad': 0.18963323533535004, 'Surprised': 0.006020723842084408}","Yeah. So some of the branches that are about 10 or so feet above you, begin to shift a bit, to open up."
LAURA,03:12:45,03:12:50,Fear,"{'Anger': 0.0008351651486009359, 'Calm': 0.0011218548752367496, 'Disgust': 0.002368589397519827, 'Fear': 0.9601963758468628, 'Happy': 0.011236334219574928, 'Neutral': 0.0014470951864495873, 'Sad': 0.02044503763318062, 'Surprised': 0.002349546179175377}","To help us, like, maybe we can grab onto them, and make it easier to walk?"
MATT,03:12:50,03:12:51,Sad,"{'Anger': 0.0007931306608952582, 'Calm': 0.023355545476078987, 'Disgust': 0.02316501922905445, 'Fear': 0.004298737738281488, 'Happy': 0.0019538041669875383, 'Neutral': 0.4718475341796875, 'Sad': 0.4729072153568268, 'Surprised': 0.0016790193039923906}",Do you want to try to climb up through the trees?
LAURA,03:12:51,03:12:56,Happy,"{'Anger': 0.011899908073246479, 'Calm': 0.01826581172645092, 'Disgust': 0.17470791935920715, 'Fear': 0.2290457934141159, 'Happy': 0.37836554646492004, 'Neutral': 0.01278817281126976, 'Sad': 0.06394367665052414, 'Surprised': 0.11098312586545944}","No, so we can hold onto the lower branches, and, like, that way we can have something to hold onto."
MATT,03:12:56,03:13:01,Happy,"{'Anger': 0.009181325323879719, 'Calm': 0.004261163994669914, 'Disgust': 0.07644456624984741, 'Fear': 0.013598882593214512, 'Happy': 0.8727908730506897, 'Neutral': 0.006750343833118677, 'Sad': 0.004753153305500746, 'Surprised': 0.012219640426337719}","Okay, yeah. All right, yeah. So some of the branches, I would say, will come down a bit, and angle in a direction that'll give you more of a handhold."
MATT,03:13:01,03:13:03,Disgust,"{'Anger': 0.0027619267348200083, 'Calm': 0.003547101281583309, 'Disgust': 0.896946132183075, 'Fear': 0.011605340987443924, 'Happy': 0.024331435561180115, 'Neutral': 0.005667914170771837, 'Sad': 0.052449580281972885, 'Surprised': 0.0026904763653874397}",Cool.
MARISHA,03:13:03,03:13:11,Disgust,"{'Anger': 0.003188611241057515, 'Calm': 0.001407109317369759, 'Disgust': 0.9720988273620605, 'Fear': 0.003145124763250351, 'Happy': 0.006563926115632057, 'Neutral': 0.0028706288430839777, 'Sad': 0.009403470903635025, 'Surprised': 0.0013223259011283517}","As Keyleth, I don't think I ever had a conversation with plants that successful. They were fucking dicks to me, all the way through."
TRAVIS,03:13:11,03:13:12,Disgust,"{'Anger': 0.0028329354245215654, 'Calm': 0.0021786466240882874, 'Disgust': 0.7048584222793579, 'Fear': 0.10834365338087082, 'Happy': 0.010142523795366287, 'Neutral': 0.003121274756267667, 'Sad': 0.16634812951087952, 'Surprised': 0.002174493158236146}",Sun Tree was pretty cool.
MARISHA,03:13:12,03:13:17,Disgust,"{'Anger': 0.006834595464169979, 'Calm': 0.005590531509369612, 'Disgust': 0.6552157998085022, 'Fear': 0.03973773866891861, 'Happy': 0.2438928484916687, 'Neutral': 0.005848250817507505, 'Sad': 0.03245900943875313, 'Surprised': 0.010421122424304485}","Sun Tree was fine, Sun Tree was the best. All the other ones were like, ""I'm a plant, I don't."""
MATT,03:13:17,03:13:19,Happy,"{'Anger': 0.007831250317394733, 'Calm': 0.0044217039830982685, 'Disgust': 0.11613042652606964, 'Fear': 0.03198566287755966, 'Happy': 0.8073260188102722, 'Neutral': 0.006319038104265928, 'Sad': 0.009576363489031792, 'Surprised': 0.016409488394856453}","Well no, you completely averted an entire encounter with plant-based monsters--"
LAURA,03:13:19,03:13:21,Disgust,"{'Anger': 0.008671398274600506, 'Calm': 0.005608647130429745, 'Disgust': 0.6326534152030945, 'Fear': 0.03723356872797012, 'Happy': 0.25086188316345215, 'Neutral': 0.014081372879445553, 'Sad': 0.0427834615111351, 'Surprised': 0.008106137625873089}",That's true!
MATT,03:13:21,03:13:24,Happy,"{'Anger': 0.0054863495752215385, 'Calm': 0.004187753889709711, 'Disgust': 0.05839800834655762, 'Fear': 0.032446760684251785, 'Happy': 0.8533099889755249, 'Neutral': 0.020146677270531654, 'Sad': 0.02185973711311817, 'Surprised': 0.00416471716016531}","-- by telling it to just go away, and it went, ""Okay."""
MARISHA,03:13:24,03:13:25,Disgust,"{'Anger': 0.0013470917474478483, 'Calm': 0.0033144145272672176, 'Disgust': 0.8700063228607178, 'Fear': 0.007231214549392462, 'Happy': 0.0022192681208252907, 'Neutral': 0.004033372737467289, 'Sad': 0.1100071519613266, 'Surprised': 0.001841196557506919}","Well, that was a good moment."
TRAVIS,03:13:25,03:13:28,Disgust,"{'Anger': 0.001804725849069655, 'Calm': 0.005317932926118374, 'Disgust': 0.8395280838012695, 'Fear': 0.01799752749502659, 'Happy': 0.010113177821040154, 'Neutral': 0.0038170753978192806, 'Sad': 0.11692669987678528, 'Surprised': 0.004494865424931049}",Selective memory! (laughter)
MARISHA,03:13:28,03:13:31,Fear,"{'Anger': 0.002580838045105338, 'Calm': 0.006498456466943026, 'Disgust': 0.15146027505397797, 'Fear': 0.3265722692012787, 'Happy': 0.25408920645713806, 'Neutral': 0.00836600735783577, 'Sad': 0.24217045307159424, 'Surprised': 0.008262570016086102}","The island, I don't know man!"
MATT,03:13:31,03:13:33,Disgust,"{'Anger': 0.09026633948087692, 'Calm': 0.0026789538096636534, 'Disgust': 0.8776692152023315, 'Fear': 0.0015899334102869034, 'Happy': 0.01649315655231476, 'Neutral': 0.005094902124255896, 'Sad': 0.0024078369606286287, 'Surprised': 0.003799588419497013}",You have a lot of forest to traverse.
LAURA,03:13:33,03:13:34,Surprised,"{'Anger': 0.027922295033931732, 'Calm': 0.020623870193958282, 'Disgust': 0.09216799587011337, 'Fear': 0.004803713411092758, 'Happy': 0.011768420226871967, 'Neutral': 0.005104731768369675, 'Sad': 0.005624801851809025, 'Surprised': 0.8319842219352722}",I know.
MATT,03:13:34,03:13:44,Disgust,"{'Anger': 0.014405226334929466, 'Calm': 0.0029905177652835846, 'Disgust': 0.8698763251304626, 'Fear': 0.006993193179368973, 'Happy': 0.0832841545343399, 'Neutral': 0.009238328784704208, 'Sad': 0.010311512276530266, 'Surprised': 0.002900719875469804}","And you only really conversed with the trees in that vicinity. So what I'll do is, because you guys for the next leg of this journey, you all have to make another dexterity saving throw."
MARISHA,03:13:44,03:13:45,Neutral,"{'Anger': 0.0021406677551567554, 'Calm': 0.025724614039063454, 'Disgust': 0.008096006698906422, 'Fear': 0.0019090046407654881, 'Happy': 0.003324744990095496, 'Neutral': 0.9145269393920898, 'Sad': 0.041684072464704514, 'Surprised': 0.0025939904153347015}",Shit.
MATT,03:13:45,03:13:50,Disgust,"{'Anger': 0.025813652202486992, 'Calm': 0.007296443916857243, 'Disgust': 0.492647647857666, 'Fear': 0.012100045569241047, 'Happy': 0.4242876470088959, 'Neutral': 0.01292346604168415, 'Sad': 0.01053308229893446, 'Surprised': 0.014397901482880116}","I'll say because of your aid, I'm adjusting the DC accordingly."
LAURA,03:13:50,03:13:54,Disgust,"{'Anger': 0.003661087714135647, 'Calm': 0.002401388017460704, 'Disgust': 0.8832091093063354, 'Fear': 0.012168540619313717, 'Happy': 0.0610475093126297, 'Neutral': 0.0068915970623493195, 'Sad': 0.02875055931508541, 'Surprised': 0.0018700924701988697}",Okay.
ASHLEY,03:13:54,03:13:56,Fear,"{'Anger': 0.0011805673129856586, 'Calm': 0.0016769549110904336, 'Disgust': 0.024378152564167976, 'Fear': 0.6772187352180481, 'Happy': 0.11558932065963745, 'Neutral': 0.008994495496153831, 'Sad': 0.1699419468641281, 'Surprised': 0.0010198685340583324}",I got advantage.
LAURA,03:13:56,03:13:58,Neutral,"{'Anger': 0.002765616634860635, 'Calm': 0.0033324183896183968, 'Disgust': 0.14321351051330566, 'Fear': 0.0060512307099998, 'Happy': 0.00784296728670597, 'Neutral': 0.7509141564369202, 'Sad': 0.0849454402923584, 'Surprised': 0.0009346368606202304}",So we should roll? We should roll right now?
MATT,03:13:58,03:14:01,Disgust,"{'Anger': 0.00220146169885993, 'Calm': 0.0029146817978471518, 'Disgust': 0.9040353298187256, 'Fear': 0.009423911571502686, 'Happy': 0.01068377960473299, 'Neutral': 0.0062827784568071365, 'Sad': 0.06258121877908707, 'Surprised': 0.0018768274458125234}","Yes, everyone should roll a dexterity saving throw."
TALIESIN,03:14:01,03:14:02,Fear,"{'Anger': 0.00044965671258978546, 'Calm': 0.0027510225772857666, 'Disgust': 0.01725337654352188, 'Fear': 0.5803365111351013, 'Happy': 0.006157674826681614, 'Neutral': 0.002606527879834175, 'Sad': 0.38750573992729187, 'Surprised': 0.0029393984004855156}","Oh, come on."
MATT,03:14:02,03:14:04,Sad,"{'Anger': 0.000905053922906518, 'Calm': 0.0076915426179766655, 'Disgust': 0.01347134355455637, 'Fear': 0.07274782657623291, 'Happy': 0.07117009162902832, 'Neutral': 0.31059718132019043, 'Sad': 0.5220767855644226, 'Surprised': 0.0013402248732745647}","15, okay."
TALIESIN,03:14:04,03:14:07,Sad,"{'Anger': 0.0002562840818427503, 'Calm': 0.0029891335871070623, 'Disgust': 0.00747193256393075, 'Fear': 0.09944624453783035, 'Happy': 0.0011288755340501666, 'Neutral': 0.0029671890661120415, 'Sad': 0.8846111297607422, 'Surprised': 0.0011292098788544536}",(blows raspberry) (laughter)
MATT,03:14:07,03:14:08,Fear,"{'Anger': 0.0014760235790163279, 'Calm': 0.0011081855045631528, 'Disgust': 0.004269093740731478, 'Fear': 0.9649524092674255, 'Happy': 0.005905663128942251, 'Neutral': 0.0010888130636885762, 'Sad': 0.01824267953634262, 'Surprised': 0.0029571361374109983}",Caduceus?
SAM,03:14:08,03:14:09,Happy,"{'Anger': 0.008357415907084942, 'Calm': 0.00376380467787385, 'Disgust': 0.004353485535830259, 'Fear': 0.02121502347290516, 'Happy': 0.9114438891410828, 'Neutral': 0.0026233752723783255, 'Sad': 0.001085764029994607, 'Surprised': 0.04715714603662491}",You got big feet!
MATT,03:14:09,03:14:10,Neutral,"{'Anger': 0.000533519487362355, 'Calm': 0.004204297438263893, 'Disgust': 0.0059969136491417885, 'Fear': 0.037838660180568695, 'Happy': 0.012645217590034008, 'Neutral': 0.6884481906890869, 'Sad': 0.24953293800354004, 'Surprised': 0.0008002056274563074}",Six?
ASHLEY,03:14:10,03:14:11,Sad,"{'Anger': 0.0009767331648617983, 'Calm': 0.004852796904742718, 'Disgust': 0.025330908596515656, 'Fear': 0.25382000207901, 'Happy': 0.11367390304803848, 'Neutral': 0.04262186959385872, 'Sad': 0.5569248795509338, 'Surprised': 0.0017988625913858414}",22.
MATT,03:14:11,03:14:12,Sad,"{'Anger': 0.00021094316616654396, 'Calm': 0.004863872658461332, 'Disgust': 0.006249703001230955, 'Fear': 0.01396071445196867, 'Happy': 0.001727867522276938, 'Neutral': 0.19923195242881775, 'Sad': 0.7731873989105225, 'Surprised': 0.0005674608401022851}",22?
MATT,03:14:12,03:14:14,Sad,"{'Anger': 0.0012433839729055762, 'Calm': 0.0045606158673763275, 'Disgust': 0.14024576544761658, 'Fear': 0.11262812465429306, 'Happy': 0.04298606514930725, 'Neutral': 0.013260348699986935, 'Sad': 0.6831849217414856, 'Surprised': 0.0018908311612904072}","11, wow."
SAM,03:14:14,03:14:16,Happy,"{'Anger': 0.007634718902409077, 'Calm': 0.008453297428786755, 'Disgust': 0.2973928451538086, 'Fear': 0.026993844658136368, 'Happy': 0.6031662821769714, 'Neutral': 0.012797342613339424, 'Sad': 0.028737271204590797, 'Surprised': 0.014824376441538334}","Great, great."
MATT,03:14:16,03:14:17,Disgust,"{'Anger': 0.0062323082238435745, 'Calm': 0.013291539624333382, 'Disgust': 0.3676387071609497, 'Fear': 0.04637778550386429, 'Happy': 0.17050226032733917, 'Neutral': 0.056119728833436966, 'Sad': 0.33310598134994507, 'Surprised': 0.006731672678142786}","Yes, you don't have to worry as an owl."
MATT,03:14:17,03:14:19,Sad,"{'Anger': 0.00032319495221599936, 'Calm': 0.003917299676686525, 'Disgust': 0.04827624186873436, 'Fear': 0.026690999045968056, 'Happy': 0.001756657613441348, 'Neutral': 0.004803705960512161, 'Sad': 0.9130436778068542, 'Surprised': 0.0011882060207426548}","15, okay, Fjord?"
TRAVIS,03:14:19,03:14:20,Sad,"{'Anger': 0.00013263146684039384, 'Calm': 0.004442640580236912, 'Disgust': 0.0036960728466510773, 'Fear': 0.018752850592136383, 'Happy': 0.0006933590047992766, 'Neutral': 0.00445989053696394, 'Sad': 0.9670029878616333, 'Surprised': 0.0008194459369406104}",Six.
SAM,03:14:20,03:14:22,Sad,"{'Anger': 0.00013404182391241193, 'Calm': 0.005356263369321823, 'Disgust': 0.00371406227350235, 'Fear': 0.011008995585143566, 'Happy': 0.00040798363625071943, 'Neutral': 0.0039875381626188755, 'Sad': 0.9742446541786194, 'Surprised': 0.0011464254930615425}","Oh, doctor!"
MATT,03:14:22,03:14:26,Happy,"{'Anger': 0.010015597566962242, 'Calm': 0.007147029973566532, 'Disgust': 0.2867183983325958, 'Fear': 0.018639182671904564, 'Happy': 0.6324748396873474, 'Neutral': 0.011879038996994495, 'Sad': 0.013975914567708969, 'Surprised': 0.019149962812662125}","Okay, I need both Fjord and Caduceus to roll a d6 for me."
SAM,03:14:26,03:14:27,Sad,"{'Anger': 0.0001256982359336689, 'Calm': 0.004446207545697689, 'Disgust': 0.0056286463513970375, 'Fear': 0.013475052081048489, 'Happy': 0.0005709966644644737, 'Neutral': 0.004668381065130234, 'Sad': 0.9703550934791565, 'Surprised': 0.0007298917626030743}",I'm okay.
LAURA,03:14:27,03:14:28,Sad,"{'Anger': 0.00014018331421539187, 'Calm': 0.0062730638310313225, 'Disgust': 0.003982085268944502, 'Fear': 0.018743935972452164, 'Happy': 0.0005036567454226315, 'Neutral': 0.0030972096137702465, 'Sad': 0.966144323348999, 'Surprised': 0.0011155299143865705}",(sighs) Fuck!
LIAM,03:14:28,03:14:29,Disgust,"{'Anger': 0.002500855131074786, 'Calm': 0.0012782373232766986, 'Disgust': 0.9553427696228027, 'Fear': 0.008321953937411308, 'Happy': 0.003980991430580616, 'Neutral': 0.0023792802821844816, 'Sad': 0.02507677860558033, 'Surprised': 0.0011191045632585883}",Don't roll a six.
MATT,03:14:29,03:14:31,Disgust,"{'Anger': 0.001999610336497426, 'Calm': 0.001451187185011804, 'Disgust': 0.9712465405464172, 'Fear': 0.0031368788331747055, 'Happy': 0.0028526613023132086, 'Neutral': 0.002887889975681901, 'Sad': 0.015272057615220547, 'Surprised': 0.00115315115544945}",Okay.
TRAVIS,03:14:31,03:14:32,Happy,"{'Anger': 0.0018921508453786373, 'Calm': 0.009995607659220695, 'Disgust': 0.02144327014684677, 'Fear': 0.12553167343139648, 'Happy': 0.601050853729248, 'Neutral': 0.07696356624364853, 'Sad': 0.15747040510177612, 'Surprised': 0.005652556661516428}",Three.
TRAVIS,03:14:32,03:14:35,Fear,"{'Anger': 0.0010715317912399769, 'Calm': 0.0014445772394537926, 'Disgust': 0.04398677870631218, 'Fear': 0.6749986410140991, 'Happy': 0.01767946220934391, 'Neutral': 0.003980555105954409, 'Sad': 0.25576817989349365, 'Surprised': 0.0010701678693294525}",Mm-hmm.
MATT,03:14:35,03:15:10,Disgust,"{'Anger': 0.008528659120202065, 'Calm': 0.001378749031573534, 'Disgust': 0.9706111550331116, 'Fear': 0.0024718206841498613, 'Happy': 0.00782573688775301, 'Neutral': 0.0027076946571469307, 'Sad': 0.004907106515020132, 'Surprised': 0.0015689327847212553}","As you're all making your way through, holding onto the branches for grip, the branches eventually give way, and you're having to do a little more of, like, walk, walk walk walk, leap, catch, land on the other root. Move alongside the tree trunk a bit, move along this root. See where there's a little bit of earth here, there's a heavy pull here, skirt that edge, and then leap this pull across to this root. And you go and jump onto one of the roots, and the roots crumbles beneath your weight. (crashing) And as it does, you fall down, and to catch yourself, instinctually, your front foot (splashing) right into one of these ponds."
TRAVIS,03:15:10,03:15:11,Disgust,"{'Anger': 0.002023364882916212, 'Calm': 0.0017991262720897794, 'Disgust': 0.9371393322944641, 'Fear': 0.009102372452616692, 'Happy': 0.0043348465114831924, 'Neutral': 0.0026285953354090452, 'Sad': 0.04151099920272827, 'Surprised': 0.0014614146202802658}",Uh-oh.
MATT,03:15:11,03:15:15,Fear,"{'Anger': 0.006124962121248245, 'Calm': 0.0016219415701925755, 'Disgust': 0.01842287741601467, 'Fear': 0.7628995180130005, 'Happy': 0.193412184715271, 'Neutral': 0.0014997324906289577, 'Sad': 0.007517841178923845, 'Surprised': 0.0085009029135108}","And you, like, (gasps) pull the foot out. That was just water."
"SAM, LAURA",03:15:15,03:15:16,Disgust,"{'Anger': 0.0013851759722456336, 'Calm': 0.010023398324847221, 'Disgust': 0.48188862204551697, 'Fear': 0.019384991377592087, 'Happy': 0.00400965940207243, 'Neutral': 0.004145309794694185, 'Sad': 0.4757908582687378, 'Surprised': 0.0033719553612172604}",Oh!
ASHLEY,03:15:16,03:15:18,Disgust,"{'Anger': 0.0017489284509792924, 'Calm': 0.0027387146838009357, 'Disgust': 0.6561957597732544, 'Fear': 0.040679823607206345, 'Happy': 0.0039423988200724125, 'Neutral': 0.00545434420928359, 'Sad': 0.2876574397087097, 'Surprised': 0.0015825314912945032}",Okay.
MATT,03:15:18,03:15:23,Disgust,"{'Anger': 0.00389861105941236, 'Calm': 0.0032065934501588345, 'Disgust': 0.8707987666130066, 'Fear': 0.011542712338268757, 'Happy': 0.00804970134049654, 'Neutral': 0.015565344132483006, 'Sad': 0.08520219475030899, 'Surprised': 0.0017359346384182572}","A little waterlogged in that boot, but beyond that, the pool just (splashing). You can now see the ripples from the impact."
TRAVIS,03:15:23,03:15:26,Disgust,"{'Anger': 0.001717840670607984, 'Calm': 0.004560527857393026, 'Disgust': 0.47356390953063965, 'Fear': 0.08376359939575195, 'Happy': 0.00822734460234642, 'Neutral': 0.004153419751673937, 'Sad': 0.42095211148262024, 'Surprised': 0.00306121539324522}",(sighs) That could've been way worse!
SAM,03:15:26,03:15:27,Fear,"{'Anger': 0.000625204062089324, 'Calm': 0.0023213725071400404, 'Disgust': 0.010923098772764206, 'Fear': 0.5956061482429504, 'Happy': 0.003818592056632042, 'Neutral': 0.002640201011672616, 'Sad': 0.3824178874492645, 'Surprised': 0.0016474596923217177}",Yes!
TRAVIS,03:15:27,03:15:29,Sad,"{'Anger': 0.00027397103258408606, 'Calm': 0.004739237949252129, 'Disgust': 0.016320927068591118, 'Fear': 0.028675368055701256, 'Happy': 0.0008671976393088698, 'Neutral': 0.0020640441216528416, 'Sad': 0.9456653594970703, 'Surprised': 0.0013937805779278278}",(exclaiming) No.
ASHLEY,03:15:29,03:15:31,Happy,"{'Anger': 0.002903613029047847, 'Calm': 0.01164388656616211, 'Disgust': 0.053564608097076416, 'Fear': 0.1798727661371231, 'Happy': 0.45165154337882996, 'Neutral': 0.038533128798007965, 'Sad': 0.25361835956573486, 'Surprised': 0.00821211189031601}",[Inaudible]
MATT,03:15:31,03:15:38,Disgust,"{'Anger': 0.003786043031141162, 'Calm': 0.002187043195590377, 'Disgust': 0.9446401000022888, 'Fear': 0.005323744844645262, 'Happy': 0.005187071859836578, 'Neutral': 0.006565768271684647, 'Sad': 0.030722349882125854, 'Surprised': 0.0015879978891462088}",Caduceus is currently tightrope walking along one of the edges of one of the roots. Before he just--
MATT,03:15:38,03:15:40,Happy,"{'Anger': 0.00427166186273098, 'Calm': 0.0015582648338750005, 'Disgust': 0.01643955148756504, 'Fear': 0.01064727921038866, 'Happy': 0.957809329032898, 'Neutral': 0.004351440817117691, 'Sad': 0.002282650675624609, 'Surprised': 0.002639878774061799}",(sloshing)
MATT,03:15:40,03:15:47,Disgust,"{'Anger': 0.0053050322458148, 'Calm': 0.0016551852459087968, 'Disgust': 0.9560080170631409, 'Fear': 0.003293375950306654, 'Happy': 0.021844979375600815, 'Neutral': 0.0037211955059319735, 'Sad': 0.006466745864599943, 'Surprised': 0.0017055684002116323}","Just slips into the tar, and this is the second familiar space, where all of a sudden you (sloshing) slip in once more."
MATT,03:15:47,03:15:49,Disgust,"{'Anger': 0.001893532695248723, 'Calm': 0.003295829053968191, 'Disgust': 0.8575357794761658, 'Fear': 0.014871228486299515, 'Happy': 0.005176607985049486, 'Neutral': 0.0033925496973097324, 'Sad': 0.11134249716997147, 'Surprised': 0.00249183620326221}",And you're stuck.
TALIESIN,03:15:49,03:15:57,Disgust,"{'Anger': 0.007720116525888443, 'Calm': 0.003168238792568445, 'Disgust': 0.8698357343673706, 'Fear': 0.00787030253559351, 'Happy': 0.09083058685064316, 'Neutral': 0.0055616386234760284, 'Sad': 0.010941369459033012, 'Surprised': 0.004072143696248531}","I immediately cast-- goddamn it, I'm going to cast Bless on myself, Bless onto you, and who else is next to me?"
MATT,03:15:57,03:16:03,Disgust,"{'Anger': 0.004358725156635046, 'Calm': 0.003077153582125902, 'Disgust': 0.8883751034736633, 'Fear': 0.013851906172931194, 'Happy': 0.05282912403345108, 'Neutral': 0.004869522992521524, 'Sad': 0.029509756714105606, 'Surprised': 0.0031287088058888912}","You would be, it's Beau, Jester, Veth. (laughter)"
TALIESIN,03:16:03,03:16:11,Disgust,"{'Anger': 0.0035286080092191696, 'Calm': 0.005225212313234806, 'Disgust': 0.41137948632240295, 'Fear': 0.3357296288013458, 'Happy': 0.0731612965464592, 'Neutral': 0.0036568245850503445, 'Sad': 0.15700571238994598, 'Surprised': 0.010313129052519798}","And Bless on Jester. Help, it's again! (laughter)"
MATT,03:16:11,03:16:13,Fear,"{'Anger': 0.0011870997259393334, 'Calm': 0.0015995567664504051, 'Disgust': 0.009642891585826874, 'Fear': 0.8811674118041992, 'Happy': 0.07660900056362152, 'Neutral': 0.0014704320346936584, 'Sad': 0.022140221670269966, 'Surprised': 0.00618346594274044}",As Caduceus immediately (sloshing).
LAURA,03:16:13,03:16:17,Fear,"{'Anger': 0.001980990171432495, 'Calm': 0.004736967850476503, 'Disgust': 0.1396944522857666, 'Fear': 0.43681007623672485, 'Happy': 0.12264859676361084, 'Neutral': 0.005179180763661861, 'Sad': 0.2830698490142822, 'Surprised': 0.005879797041416168}",Oh no! I try to reach out and grab him out of the mud.
MATT,03:16:17,03:16:21,Disgust,"{'Anger': 0.004551487509161234, 'Calm': 0.005827154498547316, 'Disgust': 0.32391101121902466, 'Fear': 0.29306623339653015, 'Happy': 0.17334161698818207, 'Neutral': 0.007992228493094444, 'Sad': 0.1845555454492569, 'Surprised': 0.006754729431122541}","Okay. All right, so you're both trying to get to him."
MARISHA,03:16:21,03:16:23,Sad,"{'Anger': 0.0007259172853082418, 'Calm': 0.0022511815186589956, 'Disgust': 0.03077469952404499, 'Fear': 0.45325303077697754, 'Happy': 0.014820897951722145, 'Neutral': 0.003769785864278674, 'Sad': 0.49303919076919556, 'Surprised': 0.0013653591740876436}","""Help, it's again!"" (laughter)"
TALIESIN,03:16:23,03:16:26,Disgust,"{'Anger': 0.011594447307288647, 'Calm': 0.005524937994778156, 'Disgust': 0.884678304195404, 'Fear': 0.005668499507009983, 'Happy': 0.06290201842784882, 'Neutral': 0.00434626592323184, 'Sad': 0.007974407635629177, 'Surprised': 0.01731109246611595}",Do I get my initial pull out one more time? (laughter)
MATT,03:16:26,03:16:27,Fear,"{'Anger': 0.001225791173055768, 'Calm': 0.00739710358902812, 'Disgust': 0.043299153447151184, 'Fear': 0.4695569574832916, 'Happy': 0.08787964284420013, 'Neutral': 0.006665779277682304, 'Sad': 0.37491124868392944, 'Surprised': 0.009064322337508202}",You do.
ASHLEY,03:16:27,03:16:29,Happy,"{'Anger': 0.002189364517107606, 'Calm': 0.0038853164296597242, 'Disgust': 0.048363879323005676, 'Fear': 0.19035734236240387, 'Happy': 0.6168079376220703, 'Neutral': 0.016372522339224815, 'Sad': 0.11892061680555344, 'Surprised': 0.0031030403915792704}",I'm going to say that all the time now.
ASHLEY,03:16:29,03:16:31,Happy,"{'Anger': 0.0022007995285093784, 'Calm': 0.0018165446817874908, 'Disgust': 0.00920985359698534, 'Fear': 0.027314985170960426, 'Happy': 0.946386992931366, 'Neutral': 0.004712926689535379, 'Sad': 0.005436822772026062, 'Surprised': 0.00292101688683033}","Help, it's again."
MARISHA,03:16:31,03:16:32,Happy,"{'Anger': 0.003172426950186491, 'Calm': 0.0017264924244955182, 'Disgust': 0.010330078192055225, 'Fear': 0.2584773004055023, 'Happy': 0.7104409337043762, 'Neutral': 0.003015241352841258, 'Sad': 0.009525167755782604, 'Surprised': 0.0033123705070465803}",2020! (laughter)
TALIESIN,03:16:32,03:16:34,Fear,"{'Anger': 0.001453046570532024, 'Calm': 0.012173620983958244, 'Disgust': 0.0510861761868, 'Fear': 0.3926980793476105, 'Happy': 0.17681632936000824, 'Neutral': 0.008459129370748997, 'Sad': 0.33767831325531006, 'Surprised': 0.019635390490293503}",Okay. It's a dex save or--?
MATT,03:16:34,03:16:35,Happy,"{'Anger': 0.004095854703336954, 'Calm': 0.002931849332526326, 'Disgust': 0.08117672055959702, 'Fear': 0.03830699995160103, 'Happy': 0.8394656181335449, 'Neutral': 0.009676496498286724, 'Sad': 0.020716609433293343, 'Surprised': 0.0036298264749348164}","No, this is strength, strength check."
TALIESIN,03:16:35,03:16:36,Neutral,"{'Anger': 0.0008330128621309996, 'Calm': 0.00424744188785553, 'Disgust': 0.004409325774759054, 'Fear': 0.0025370989460498095, 'Happy': 0.0017323883948847651, 'Neutral': 0.95412677526474, 'Sad': 0.031426724046468735, 'Surprised': 0.0006873112870380282}",Strength check.
